well I was planning that the creation of the FileName	gender	Voice	model	OverallProfileScore	OverallProfileWords	EmotionalToneScore	EmotionalToneWords	WarmthScore	WarmthWords	CalmScore	CalmWords	HappinessScore	HappinessWords	SadnessScore	SadnessWords	SophisticationScore	SophisticationWords	ClarityScore	ClarityWords	SmoothnessScore	SmoothnessWords	EnergyScore	EnergyWords	ConfidenceScore	ConfidenceWords	NarratorFitScore	NarratorFitWords	CharacterActingDramaScore	CharacterActingDramaWords	FemininePresentationScore	GenderPresentationWords	EstimatedAgeMin	EstimatedAgeMax	AgeRangeWords	AgeConfidenceScore	VoiceTextureWords	BestCharacterFit	LessIdealFor	OneSentenceImpression	SuggestedVoiceTestSentence
female_Sara_kokoro.wav	female	Sara	kokoro	8	"Clear, feminine-presenting, youthful-adult, warm, smooth, polished, friendly, sincere, lightly bright, modern, narrator-friendly, emotionally accessible"	7	"Positive-to-neutral, sincere, gently expressive, warm, emotionally present without sounding overly dramatic or theatrical"	8	"Warm and approachable, with a friendly, reassuring, young-adult quality"	7	"Calm and controlled, with enough expressive lift to feel natural and engaged rather than flat"	5	"Mildly pleasant and lightly optimistic, but not bubbly, comic, or exaggerated"	1	"Very little sadness; more open, sincere, and hopeful than somber or reflective"	7	"Polished, articulate, modern, and professional, but more conversational than formal or elegant"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a mid-to-higher feminine tone and polished consistency"	6	Medium energy; expressive and engaged while still controlled enough for audiobook narration	8	"Confident in a clear, friendly, warm, emotionally sincere way"	8	"Strong fit for warm audiobook narration, contemporary fiction narration, friendly assistant voice, sincere heroine, or emotionally accessible storytelling"	6	"Good character-acting fit for kind, sincere, hopeful, friendly, curious, or emotionally open roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice	22	38	"Young adult to adult, roughly early-20s to late-30s"	6	"Smooth, clean, clear, warm, youthful-adult, polished, friendly, lightly bright, emotionally sincere"	Warm narrator; sincere heroine; friendly assistant; kind teacher; hopeful guide; contemporary story narrator; gentle companion	Elderly character; harsh villain; gritty survivor; stern authority figure; deep tragic role; rough comic relief	"This voice sounds like a warm and sincere young woman whose clear, polished delivery makes narration feel friendly, hopeful, and emotionally accessible."	"I tried to sound certain, but the kindness in my voice gave away the hope I was still trying to protect."
male_Nicola_kokoro.wav	male	Nicola	kokoro	9	"Very deep, masculine-presenting, mature, calm, polished, grounded, serious, resonant, controlled, authoritative, narrator-friendly, dignified"	6	"Neutral-to-serious, controlled, reflective, emotionally restrained, with a grounded dramatic presence rather than overt warmth or cheerfulness"	5	"Moderate warmth; trustworthy and steady, but more dignified and commanding than affectionate or playful"	9	"Very calm, slow, steady, deliberate, composed, and controlled"	2	"Low happiness impression; not cheerful, playful, bright, or comic"	3	"Lightly somber or grave, but not openly sad or vulnerable"	8	"Polished, mature, articulate, professional, dignified, and quietly authoritative"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a very deep masculine bass/baritone texture"	4	"Medium-low energy; deliberate, weighty, and controlled rather than animated"	9	"Very confident, firm, mature, grounded, and quietly commanding"	9	"Very strong fit for mature audiobook narration, documentary narration, serious guide, mythic authority, kingly voice, or dark fantasy narration"	7	"Good character-acting fit for stern, wise, powerful, noble, villainous, protective, mythic, or final-authority roles"	1	Strongly masculine-presenting voice	42	65	"Adult to mature adult, roughly early-40s to mid-60s"	5	"Very deep bass/baritone, smooth, clean, resonant, controlled, grounded, mature, polished, serious, dignified"	Mature narrator; stern king; wise elder; documentary speaker; mythic guardian; powerful mentor; calm villain; final authority figure	Child character; youthful comic relief; bubbly friend; frantic panic scene; gentle romantic lead; high-cheerfulness role	"This voice sounds like a calm, mature man whose deep, deliberate delivery gives every line a dignified, serious, and quietly commanding weight."	"I did not raise my voice, because some truths are heavy enough to silence the room by themselves."
female_Gongitsune_kokoro.wav	female	Gongitsune	kokoro	8	"Clear, feminine-presenting, youthful-adult, gentle, bright, polished, expressive, storybook-like, warm, sincere, lightly wistful, narrator-friendly"	7	"Tender and emotionally present, with a gentle storybook quality; lightly hopeful, slightly wistful, controlled without sounding flat"	8	"Warm and approachable, with a kind, sincere, softly reassuring quality"	7	"Calm and controlled, but with expressive movement and enough lift to feel alive and characterful"	5	"Mildly pleasant and lightly hopeful, but not bubbly, comic, or highly cheerful"	3	"Lightly wistful or tender, but not deeply sad or tragic"	7	"Polished, articulate, graceful, and storybook-like; more folk-tale narrator than corporate or formal voice"	8	"Clear and intelligible, with clean pronunciation and a slightly expressive cadence"	8	"Smooth and clean, with a bright feminine tone and polished synthetic consistency"	6	Medium energy; expressive and engaged while still controlled enough for audiobook narration	7	"Confident in a gentle, sincere, emotionally aware way rather than forceful or authoritative"	8	"Strong fit for folk-tale narration, gentle audiobook narration, young heroine narration, warm guide narration, or reflective story passages"	6	"Good character-acting fit for kind, sincere, curious, magical, innocent, hopeful, or lightly wistful roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice	20	36	"Young adult to adult, roughly early-20s to mid-30s"	6	"Bright, smooth, clean, feminine, youthful-adult, expressive, warm, lightly wistful, storybook-like"	Folk-tale narrator; gentle heroine; kind guide; magical companion; curious young woman; reflective storyteller; warm teacher	Harsh villain; gritty survivor; elderly character; stern authority figure; deep tragic narrator; rough comic relief	"This voice sounds like a gentle young woman whose bright, sincere delivery gives narration a warm folk-tale feeling, with enough wistfulness to make quiet emotional moments feel meaningful."	"I followed the little footprints through the moonlit grass, not knowing whether they belonged to a fox, a memory, or a promise I had forgotten."
female_Nezumi_kokoro.wav	female	Nezumi	kokoro	8	"Bright, feminine-presenting, youthful, clear, lively, polished, gentle, curious, lightly playful, storybook-like, expressive, narrator-friendly"	7	"Positive-to-curious, sincere, lightly animated, emotionally present, with a gentle playful quality rather than sadness or seriousness"	7	"Warm and approachable, with a kind youthful quality and soft friendly charm"	6	"Controlled and clear, but more lively and expressive than deeply calm or solemn"	6	"Lightly cheerful and pleasant, with a curious optimistic edge but not exaggerated or comic"	1	"Very little sadness; more bright, curious, and hopeful than somber or reflective"	6	"Polished and articulate, but more youthful, characterful, and storybook-like than formal or elegant"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a bright higher feminine tone and polished synthetic consistency"	7	Medium-to-lively energy; more animated and character-forward than calm mentor-style voices	7	"Confident in a youthful, curious, friendly way rather than authoritative or forceful"	8	"Strong fit for children’s story narration, fairy-tale narration, young heroine narration, magical companion narration, or lively character storytelling"	7	"Good character-acting fit for curious, innocent, clever, small, magical, hopeful, or lightly mischievous roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice with a youthful higher-tone quality	18	32	"Young adult voice impression, roughly late-teens to early-30s"	6	"Bright, smooth, clean, youthful, higher-toned, lightly playful, curious, polished, storybook-like"	Young heroine; curious girl; magical companion; clever mouse-like character; fairy-tale narrator; gentle guide; hopeful protagonist	Elderly character; stern authority figure; gritty survivor; dark villain; deep tragic narrator; rough comic relief	"This voice sounds like a bright, curious young woman whose lively and gentle delivery would work well for a storybook character, magical companion, or hopeful young narrator."	"I was small enough to slip through the crack in the wall, but brave enough to carry the secret no one else dared to touch."
female_Tebukuro_kokoro.wav	female	Tebukuro	kokoro	8	"Bright, feminine-presenting, youthful, clear, gentle, expressive, polished, storybook-like, curious, lightly warm, lively, narrator-friendly"	7	"Positive-to-curious, gentle, emotionally present, lightly animated, with a youthful storybook quality rather than sadness or seriousness"	7	"Warm and approachable, with a kind youthful charm and soft reassuring quality"	6	"Controlled and clear, but more lively and expressive than deeply calm or solemn"	6	"Lightly cheerful and pleasant, with a curious hopeful tone but not exaggerated or comic"	1	"Very little sadness; more bright, curious, and open than somber or reflective"	6	"Polished and articulate, but more youthful, folk-tale, and character-like than formal or elegant"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a bright higher feminine tone and polished synthetic consistency"	7	Medium-to-lively energy; more animated and character-forward than calm mentor-style voices	7	"Confident in a youthful, curious, friendly way rather than authoritative or forceful"	8	"Strong fit for children’s story narration, folk-tale narration, fairy-tale narration, young heroine narration, or magical companion storytelling"	7	"Good character-acting fit for curious, innocent, hopeful, magical, small, clever, or lightly playful roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice with a youthful higher-tone quality	18	32	"Young adult voice impression, roughly late-teens to early-30s"	6	"Bright, smooth, clean, youthful, higher-toned, lightly animated, curious, polished, storybook-like"	Young heroine; folk-tale narrator; curious girl; magical companion; gentle guide; hopeful protagonist; clever small character	Elderly character; stern authority figure; gritty survivor; dark villain; deep tragic narrator; rough comic relief	"This voice sounds like a bright and curious young woman whose lively, gentle delivery would work well for folk-tale narration or a hopeful character discovering something magical."	"I held the little gloves in both hands, wondering how something so small could carry the warmth of an entire winter."
male_Kumo_kokoro.wav	male	Kumo	kokoro	8	"Deep, masculine-presenting, mature, calm, polished, serious, grounded, slightly mysterious, controlled, clear, narrator-friendly, quietly dramatic"	6	"Neutral-to-serious, controlled, reflective, slightly shadowed, emotionally restrained, with a mysterious dramatic undertone rather than overt warmth or cheerfulness"	5	"Moderate warmth; trustworthy and steady, but more reserved and guarded than affectionate or playful"	8	"Very calm, steady, deliberate, measured, and composed"	2	"Low happiness impression; not cheerful, playful, bright, or comic"	3	"Lightly somber or mysterious, but not openly sad or vulnerable"	8	"Polished, mature, articulate, professional, and quietly sophisticated"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a deep masculine baritone texture and controlled delivery"	5	"Medium-low to medium energy; present and weighty, but not animated or fast"	9	"Very confident, firm, grounded, and quietly commanding"	9	"Very strong fit for serious audiobook narration, mystery narration, dark fantasy narration, mature guide, calm villain, or mythic storyteller"	7	"Good character-acting fit for mysterious, stern, powerful, noble, villainous, protective, mythic, or hidden-agenda roles"	1	Strongly masculine-presenting voice	38	60	"Adult to mature adult, roughly late-30s to around 60"	5	"Deep baritone, smooth, clean, controlled, grounded, mature, polished, serious, slightly mysterious"	Mystery narrator; dark guide; calm villain; mythic advisor; stern mentor; shadowy storyteller; powerful guardian; serious father figure	Child character; youthful comic relief; bubbly friend; frantic panic scene; gentle romantic lead; high-cheerfulness role	"This voice sounds like a calm, mature man whose deep, controlled delivery gives narration a serious, mysterious, and quietly commanding weight."	"I did not move when the web began to tremble; I only waited, because patience had always been my sharpest blade."
female_Xiaobei_kokoro.wav	female	Xiaobei	kokoro	8	"Bright, feminine-presenting, youthful, clear, lively, polished, gentle, curious, lightly warm, expressive, storybook-like, narrator-friendly"	7	"Positive-to-curious, sincere, lightly animated, emotionally present, with a gentle hopeful quality rather than sadness or seriousness"	7	"Warm and approachable, with a kind youthful quality and soft friendly charm"	6	"Controlled and clear, but more lively and expressive than deeply calm or solemn"	6	"Lightly cheerful and pleasant, with a curious optimistic edge but not exaggerated or comic"	1	"Very little sadness; more bright, curious, and hopeful than somber or reflective"	6	"Polished and articulate, but more youthful, characterful, and storybook-like than formal or elegant"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a bright higher feminine tone and polished synthetic consistency"	7	Medium-to-lively energy; more animated and character-forward than calm mentor-style voices	7	"Confident in a youthful, curious, friendly way rather than authoritative or forceful"	8	"Strong fit for children’s story narration, fairy-tale narration, young heroine narration, magical companion narration, or lively character storytelling"	7	"Good character-acting fit for curious, innocent, hopeful, clever, magical, youthful, or lightly playful roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice with a youthful higher-tone quality	18	32	"Young adult voice impression, roughly late-teens to early-30s"	6	"Bright, smooth, clean, youthful, higher-toned, lightly animated, curious, polished, storybook-like"	Young heroine; curious girl; magical companion; fairy-tale narrator; lively guide; hopeful protagonist; friendly young assistant	Elderly character; stern authority figure; gritty survivor; dark villain; deep tragic narrator; rough comic relief	"This voice sounds like a bright, curious young woman whose lively and gentle delivery would work well for storybook narration, magical discovery, or a hopeful young character."	"I followed the tiny lantern through the sleeping village, certain it was leading me toward a secret only the brave were meant to hear."
female_Xiaoni_kokoro.wav	female	Xiaoni	kokoro	8	"Bright, feminine-presenting, youthful, clear, lively, smooth, polished, gentle, curious, lightly playful, expressive, narrator-friendly"	7	"Positive-to-curious, sincere, lightly animated, emotionally present, with a youthful hopeful quality rather than sadness or seriousness"	7	"Warm and approachable, with a kind youthful tone and gentle friendly charm"	6	"Controlled and clear, but more lively and expressive than deeply calm or solemn"	6	"Lightly cheerful and pleasant, with a curious optimistic edge but not exaggerated or comic"	1	"Very little sadness; more bright, curious, and hopeful than somber or reflective"	6	"Polished and articulate, but more youthful, characterful, and storybook-like than formal or elegant"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a bright higher feminine tone and polished synthetic consistency"	7	Medium-to-lively energy; expressive and character-forward while still controlled enough for narration	7	"Confident in a youthful, curious, friendly way rather than authoritative or forceful"	8	"Strong fit for children’s story narration, fairy-tale narration, young heroine narration, magical companion narration, or lively character storytelling"	7	"Good character-acting fit for curious, innocent, hopeful, clever, magical, youthful, or lightly playful roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice with a youthful higher-tone quality	18	32	"Young adult voice impression, roughly late-teens to early-30s"	6	"Bright, smooth, clean, youthful, higher-toned, lightly animated, curious, polished, storybook-like"	Young heroine; curious girl; magical companion; fairy-tale narrator; lively guide; hopeful protagonist; friendly young assistant	Elderly character; stern authority figure; gritty survivor; dark villain; deep tragic narrator; rough comic relief	"This voice sounds like a bright, curious young woman whose lively and gentle delivery would work well for storybook narration, magical discovery, or a hopeful young character."	"I thought the little bell was only ringing for the wind, until its silver voice began calling me by name."
female_Xiaoxiao_kokoro.wav	female	Xiaoxiao	kokoro	8	"Bright, feminine-presenting, youthful, clear, lively, smooth, polished, expressive, curious, lightly warm, storybook-like, narrator-friendly"	7	"Positive-to-curious, sincere, lightly animated, emotionally present, with a hopeful youthful quality rather than sadness or seriousness"	7	"Warm and approachable, with a kind youthful tone and gentle friendly charm"	6	"Controlled and clear, but more lively and expressive than deeply calm or solemn"	6	"Lightly cheerful and pleasant, with a bright optimistic edge but not exaggerated or comic"	1	"Very little sadness; more bright, open, and hopeful than somber or reflective"	6	"Polished and articulate, but more youthful, characterful, and storybook-like than formal or elegant"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a bright higher feminine tone and polished synthetic consistency"	7	Medium-to-lively energy; expressive and character-forward while still controlled enough for narration	7	"Confident in a youthful, curious, friendly way rather than authoritative or forceful"	8	"Strong fit for children’s story narration, fairy-tale narration, young heroine narration, magical companion narration, or lively character storytelling"	7	"Good character-acting fit for curious, innocent, hopeful, clever, magical, youthful, or lightly playful roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice with a youthful higher-tone quality	18	32	"Young adult voice impression, roughly late-teens to early-30s"	6	"Bright, smooth, clean, youthful, higher-toned, lightly animated, curious, polished, storybook-like"	Young heroine; curious girl; magical companion; fairy-tale narrator; lively guide; hopeful protagonist; friendly young assistant	Elderly character; stern authority figure; gritty survivor; dark villain; deep tragic narrator; rough comic relief	"This voice sounds like a bright, curious young woman whose lively and gentle delivery would work well for storybook narration, magical discovery, or a hopeful young character."	"I chased the little blue light past the garden wall, certain it was leading me somewhere only wonder could unlock."
female_Xiaoyi_kokoro.wav	female	Xiaoyi	kokoro	8	"Bright, feminine-presenting, youthful, clear, lively, smooth, polished, expressive, curious, lightly cheerful, storybook-like, narrator-friendly"	7	"Positive-to-curious, sincere, lightly animated, emotionally present, with a bright youthful quality rather than sadness or seriousness"	7	"Warm and approachable, with a kind youthful tone and friendly charm"	6	"Controlled and clear, but more lively and expressive than deeply calm or solemn"	6	"Lightly cheerful and pleasant, with a bright optimistic edge but not exaggerated or comic"	1	"Very little sadness; more bright, open, and hopeful than somber or reflective"	6	"Polished and articulate, but more youthful, characterful, and storybook-like than formal or elegant"	9	Very clear delivery with strong intelligibility and clean pronunciation	8	"Smooth and clean, with a bright higher feminine tone and polished synthetic consistency"	7	Medium-to-lively energy; expressive and character-forward while still controlled enough for narration	7	"Confident in a youthful, curious, friendly way rather than authoritative or forceful"	8	"Strong fit for children’s story narration, fairy-tale narration, young heroine narration, magical companion narration, or lively character storytelling"	7	"Good character-acting fit for curious, innocent, hopeful, clever, magical, youthful, or lightly playful roles; less suited for harsh extremes"	9	Strongly feminine-presenting voice with a youthful higher-tone quality	18	32	"Young adult voice impression, roughly late-teens to early-30s"	6	"Bright, smooth, clean, youthful, higher-toned, lightly animated, curious, polished, storybook-like"	Young heroine; curious girl; magical companion; fairy-tale narrator; lively guide; hopeful protagonist; friendly young assistant	Elderly character; stern authority figure; gritty survivor; dark villain; deep tragic narrator; rough comic relief	"This voice sounds like a bright, curious young woman whose lively and gentle delivery would work well for storybook narration, magical discovery, or a hopeful young character."	"I opened the tiny paper umbrella, and somehow the rain began whispering secrets only I could understand."
