	narrator	Adam	male	Story narrator
	*Susie	Xiaoyi	*female	60. Relief boat used for flood rescue operations on the Mississippi River
	*The bride	Kore	*female	55. A woman who was supposedly killed by her husband's rival, Archibald Lynch. She was described as 'too fair for earth' and reciprocated her lover's affection.
	*The captain's wife	Sky	female	30. A woman who was asleep in the upper berth of her husband's boat when he cut through the roof to reach her after the boat sank. She was killed by the ax blow that went through the rotten boards.
	*The schoolmistress	Alpha	female	44. An educator who asks 'Where is John gone?' using the common Southern form of speech.
	*The Texas-Tender	Aoede	*female	6. A black servant who brings up tarts, ices and coffee during mid-watch on the larger boat, described as wearing a 'white-aproned' uniform
	*The well-dressed lady	Alice	*female	23. A female passenger who boards the boat at a strange location with a gentleman and two young girls, traveling to St. Genevieve
	*The young girls	Lily	*female	23. Two female passengers who travel with a well-dressed lady and gentleman to St. Genevieve
	*The young lady	Beta	female	44. A woman who receives compliments from the beau, and whose countenance indicates when his compliments are too high.
	*Virgin	Nicole	*female	2. The Virgin Mary, invoked by Marquette for protection during his journey. She is referenced as having helped him in his exploration.
	*We-no-na	Lily	female	59. A maiden who plighted her troth to a lover but was forced by her parents to marry another warrior. She threw herself from Maiden's Rock in a death-dirge, killing her parents
	*Widow Taylor	River	*female	60. Woman who lived in a flooded house with her son and refused to leave despite dangerous conditions
	*Winona	Alice	*female	59. The legendary maiden of Maiden's Rock, also known as We-no-na. She jumped from the cliff after her parents forced her to marry someone else, and later married her true love
